message,label
"так ты не про произведение рассказывай, а на вопрос отвечай",0
"иду к другу Виктору на день рождения, юбилей, 50 лет, придумай мне 10 интересно тостов",1
"добавь к тосту, что он надежный, интеллигентный и на него всегда можно положиться",0
"да, замечательно, спасибо",0
"я вот читать люблю, но самому красиво писать сложно",1
"Достоевский вот хорошо пишет, мой любимый автор, пожалуй. Особенно мне у него Идиот нравится",1
"а моей жене нравится Чехов, его вот вообще не понимаю",1
"вот мне нравится в Чехове то, что он не просто писал, а был занят делом - людей лечил, но рассказы его - так себе",1
"слушай, меня в последнее время что-то бессонница мучает",0
"даже не бессонница наверное, а долго уснуть не могу вечером",0
"ты до этого говорил, что мне курить придётся бросить?",1
"а то, что я уже лет 15 по пятницам с мужиками в футбол играю, разве не считается? спорт же вроде полезен",1
а каким ещё спортом можно заняться в 45 лет?,1
"какое-то всё бабское, да и какая ходьба, если я в футбол гоняю уже",1
"вчера с семьей из Твери вернулись.Отличный город! Жена моя поездки любит, все в Турцию хочет, а я ей говорю, зачем нам Турция, если мы в России ещё не все посмотрели, столько красивых городов и мест — за всю жизнь не объездишь",1
"Да, хочу в следующий раз в Нижний Новгород их свозить. Что там посмотреть можно?",1
а туда лучше зимой ехать или летом?,0
"а сколько будет стоить туда втроем съездить, как думаешь? Дней на 5",0
"ну, вполне подъемно, немножко себя урезать и через пару месяцев уже можно отпуск брать",0
"я по старинке деньги по конвертам сортирую, могу не поужинать иногда, тем более животик вырос за последние 5 лет, так и живём. Людке ещё внушаю, чтобы меньше денег на всякое тряпьё спускала, но что с нее взять, баба и есть баба",1
"ну, если скажу, что на путешествие копим, может и образумится",0
"ходили тут в кино с сыном, показывают всякую хрень",1
"да там клоуны какие-то бегали в костюмах и всё мир спасали, разве это герои? вот в советское время умели кино про героев снимать",0
"вот мой любимый фильм - 17 мгновений весны, поэтому я и вырос порядочным человеком, а если бы на такой галиматье рос, что бы из меня получилось? да ничего хорошего!",1
"я вроде хороший пример подаю, курю вот только, но сын вроде не интересуется. но все равно страшно, в кого он таких фильмов превратится",1
"о, спасибо, попробую его на футбол с собой взять",1
"сыну задали написать программы на языке qbasic, помогай. первая программа - найти произведение целых чисел от 8 до 15, напиши код",1
"вторая задача - известны площадь круга и квадрата. Определить, уместится ли круг в квадрате",0
"спасибо, передам Ромке. выручил меня, теперь он мной будет гордится, что помог ему с домашкой. я-то в школе такое не проходил",0
"представляешь, меня моя на танцы хочет записать! чтобы мы больше времени вместе проводили и вернуть искру в отношения",0
"у нас и так есть искра! почему она этого не видит? я её люблю, как и 20 лет назад",1
"говорит, будем на танго ходить. я уперся, конечно, что за барское мероприятие. но соглашусь, наверное, чтобы ей было приятно",0
"зная её, всё равно это ненадолго, думаю, месяца на 2 её хватит самое большее",0
"мы раньше с ней постоянно в пинг-понг играли, но Рома родился, стало потом не до этого. вот недавно снова стали играть",1
"надо ей предложить после танцев в пинг-понг играть, ракетки недорого стоят",0
"раньше все в пинг-понг играли, сейчас почему-то это занятие не в почёте",1
а для танго нужна специальная обувь или что ещё?,0
а можно такую обувь с рук купить? а то это дорого,0
Как часто менять масло в Kia Rio III?,0
Какой расход топлива у Kia Rio III?,0
Какой клиренс у Kia Rio III?,0
Какие слабые места у Kia Rio III?,0
Сколько прослужит Kia Rio III при должном уходе и заботе?,0
"думаю вот машину сменить, сейчас у меня Chevrolet Cruze, а до этого была Renault Logan, думаю вот насчет Kia",1
"мой друг Андрюха себе вообще Мерс взял, ну это, конечно, баловство",1
"блин, я слесарем-электриком работаю в Московском метрополитене, на кой мне мерс",1
"ну Ладу я себе ни за что не возьму, ведро с гайками",0
Какие бюджетные авто самые надёжные?,0
"у меня жена не любит рано вставать, не хочу её просить завтраки мне готовить, я же вижу, ей с каждым годом всё труднее. дай мне 10 рецептов полезных завтраков, которые может приготовить человек, который плохо готовить, и завтраки должны быть дешевые безо всяких авокадо и семян чиа",1
а можно каждое утро завтракать одним и тем же?,0
"так если обед и ужин будут разные, разве обязательно разное есть на завтрак?",0
а голодать на выходных можно? а то мне надо килограмм 5 сбросить,0
"а я читал, что голодание запускает какие-то процессы в организме, которые продлевают жизнь. организм вроде как сам себя начинает очищать",0
"да, вот об этом как раз читал. то есть начать стоит с одного дня в неделю?",0
а что пить можно во время голодания? минералку можно?,0
а кофе нельзя?,0
А кофе влияет на эффективность голодания?,0
"ну утешил, я без кофе жить не могу",1
"у меня жена вот чай больше любит, да и сын тоже",1
придумай мне 10 вариантов подарка жене на день рождения,1
"слушай, у меня сын не может на чем-то одном сосредоточиться, постоянно хобби меняет и решения. как его научить постоянству?",1
"у Сёмы, друга моего, сын вот молодец, уже лет каратэ занимается, и прогресс есть и бросать не хочет",1
Стоит ли заставлять ребёнка ходить в секцию?,0
Влияют ли увлечения родителей на детей?,0
"давно не виделись! Мы с семьей вот в Костроме были. Узнал подробно историю Ивана Сусанина, очень интересно. Знал, конечно, про него, но в общих чертах",1
еще нам понравился Ипатьевской монастырь,1
"у Гребенщикова песня есть, в Ипаааатьевской слободе",0
обожаю творчество Бориса Гребенщикова,1
Какую музыку слушал БГ в юности?,0
ты прям всё знаешь,0
"слушай, как убедить жену, что она не толстая, а аппетитная? вздумала худеть, а она мне такой нравится, а врач ей сказал, что у нее вес идеальный",1
"а если я просто буду много комплиментов говорить, это поможет?",0
а напиши мне 20 фраз с комплиментами для примера,0
а ешь 20 придумай,0
"с сыном ходили на концерт Аукцыона, ему так понравилось, я рад",1
а ещё с сыном хоти сходить на группу Пикник,1
а шум в ушах от чего может быть?,0
а если долго беспокоит?,0
Может ли стресс вызвать шум в ушах?,0
а из-за громкой музыки на концерте шум в ушах может появиться?,0
а это очень вредно?,0
"а если на концерты ходить раза 4 в год, это будет сильно опасно?",0
Какие меры предосторожности принять?,0
Как часто можно посещать концерты безопасно?,0
Насколько далеко стоять от колонок?,0
"напиши подробно, в чём различие между трансцендентным и трансцендентальным",0
Чем отличается трансцендентное от имманентного?,0
"у меня в последнее время мысли, что жизнь у меня какая-то бессмысленная и однообразная. если бы сына не надо было растить, будто и жить незачем",1
"я вроде пользу приношу своей работой, человек неплохой, но разве моя жизнь что-то значит в глобальном смысле? помру, обо мне кроме жены и сына никто и не вспомнит. ну друзья может иногда добрым словом помянут",1
"вот хожу я в церковь, батюшка говорит, что жизнь человека - самое ценное на земле, а я не понимаю, чем моя жизнь ценная, ну она бывает приятной и я очень рад. что после себя сына оставляю",0
"но всё равно горько, вот умру я, а люди по утрам так же будут ходить на работу, солнце будет вставать на востоке, будут петь птицы, всё будет идти своим чередом, хотя меня-то уже не будет. где же тут моя важность",0
Почему важно оставлять след в жизни?,0
"кстати, хочу свою хобби монетизировать - по выходным частенько игрушки из дерева вырезаю. дай совет, как это сделать",1
Как продавать деревянные игрушки онлайн?,0
Какие игрушки сейчас популярны?,0
а через какую соцсеть эффективнее всего продавать? у меня пока время только на одну есть,0
Какие деревянные игрушки самые продаваемые?,0
сколько 12-летнему сыну на карманные расходы давать? живем мы в Москве. ответ только аргументируй как следует,1
"ну, он у меня 1200 просит, а мне кажется, что много",0
Как часто давать карманные деньги?,0
"только с концерта вернулись, жена затащила на органный концерт в католический собор, я там сначала чуть не уснул от такой заунывной музыки, а потом у меня шея чуть не отвалилась от неудобных сидений",1
"она ещё раз туда хочет, но я попрошу на орган больше билеты не брать, думаю, мне фортепиано больше понравится",1
"сына хотели в музыкалку отдать на пианино, но он заартачился. мы не стали давить, я сам в детстве в музыкалку ходил, правда, не на пианино, оно, конечно, хорошо, но местами нудно, да и для пацана с порт лучше, я думаю",1
"у меня жена тут перед сном молиться начала, меня это что-то пугает. У друга Толика жена тоже сначала молилась, а потом квартиру какому-то жулью отписала",1
"да, надо поговорить, но пока вроде только молитвы. говорит, что на душе у нее неспокойно",0
Молитвы помогут моей жене обрести покой?,1
Как часто нужно молиться?,0
"я тут вспомнил, что в институте в теннис играл, как думаешь, получится в 45 лет начать им заниматься?",1
я слышал что это дорогой вид спорта,0
Где найти бесплатный корт?,0
Нужна ли специальная подготовка?,0
Какие группы мышц укреплять?,0
составь мне подробно программу трех тренировок и объясни подробно технику выполнения каждого упражнения,0
"для тенниса, наверное, кроссовки специальные нужны? расскажи",0
"у меня ракетка старая осталась, ей почти 30 лет. когда покупал ее, она считалась крутой, как думаешь, ей ещё можно играть или надо новую покупать?",0
она деревянная,0
"ладно, это я так, может и не буду в теннис возвращаться",0
"вернулся с концерта группы «Любэ», вообще не понравилось, что-то Расторгуев совсем сдал",1
Какие песни Любэ считаются лучшими?,0
"они из подмосковных Люберец, оказывается, поэтому такое название",0
"у мое тетки Ларисы, да и у мамки после 50 лет появилась одышка, какой шанс, что у меня она тоже появится?",1
Какие меры профилактики эффективны?,0
Какие факторы влияют на одышку?,0
Можно ли полностью вылечить одышку?,0
Связаны ли возраст и одышка?,0
"ну у меня пока нет, но я что-то переживаю, что появится",0
Какие упражнения полезны для дыхания?,0
Связано ли курение с появлением одышки?,0
"сын просит черепаху ему купить, до этого хомяка просил, а ещё раньше вообще игуану, а я думаю, куда нам второе домашнее животное, отказываю ему, а он дуется",1
"вот вырастет, пусть хоть крокодила заводит",0
"какой чай полезнее, черный и зеленый? только объясни как следует, подробно и обстоятельно",0
Как правильно заваривать зеленый чай?,0
Как долго можно хранить зелёный чай?,0
Какой чай лучше пить утром?,0
Какой чай улучшает концентрацию?,0
Какой чай помогает похудеть?,0
Какой чай лучше пить вечером?,0
сколько раз можно заваривать одну заварку зеленого чая?,0
Какие чаи снижают артериальное давление?,0
Можно ли пить чай на голодный желудок?,0
Какие чаи повышают иммунитет?,0
больше всего на свете люблю есть жареную картошку,1
особенно с лисичками,0
"а дай мне 5 рецептов жареной с луком картошки, хочу новое что-то попробовать",0
Какой сорт картошки лучше подходит?,0
Какие ещё овощи добавить к жареной картошке?,0
А как пожарить без лишнего жира?,0
Какие специи подходят к жареной картошке?,0
"а с какими грибами можно пожарить картошку, кроме лисичек?",0
fksdjfkjsd slkdvjlksjdvjklsdj sldkfjslkj l,0
"проверяю, тут ты или нет",0
хочу дачку купить,1
Как выбрать хорошую дачную мебель?,0
Какие материалы лучше для мебели?,0
Какую дачу выбрать: новую или старую?,0
Где искать объявления о продаже?,0
На что обратить внимание при покупке дачи? объясни очень подробно и обстоятельно,0
Какие растения лучше посадить на даче? Распиши подробно,0
Какие овощи растут быстрее всего?,0
А яблони будут расти на песчаной почве?,0
А черешни будут расти на песчаной почве?,0
Какие цветы лучше посадить на даче?,0
Какие кусты подходят для живой изгороди?,0
Какие деревья хорошо переносят тень?,0
а как организовать зону барбекю?,0
какой мангал лучше выбрать? объясни подробно и порассуждай обстоятельно,0
Какой бассейн установить на участке?,0
Какие растения посадить возле бассейна?,0
Можно ли сажать деревья около бассейна?,0
Нужно ли делать фундамент под барбекю?,0
Как часто нужно чистить мангал?,0
Какой формы выбрать бассейн?,0
Как защитить бассейн от листьев?,0
Нужно ли накрывать бассейн осенью?,0
Какой глубины должен быть бассейн?,0
Какой ширины делать дорожку у бассейна?,0
"а матрицы сейчас в школе изучают, интересно",0
"в моё время нам рассказывали про правило умножения постучать-погладить или как-то так, помнишь такое?",0
"ух, боюсь представить, как сыну это всё придется объяснять",1
"эх, списать меня в утиль пора( мне отец всё школьную программу объяснил, а у сына такие домашки сложные, что я и помочь особо не могу",1
А что ещё изменилось в математике?,0
"ну, выглядит так, будто у меня есть помощники",0
"знаешь, о чём я тут подумал? что до конца своего отца начал понимать только тогда, когда сам стал отцом. И это несмотря на то, что мы с ним всегда были близки и секретов у нас друг от друга обычно не было",1
"вспоминаю о нем часто почему-то в последнее время, так мне его не хватает иногда, хотя я уже взрослый мужик",0
надо на могилку к нему сходить что ли,0
"ладно, что-то я нюни распустил, негоже мужику ныть",0
"вот мне отец тоже говорил, что настоящий мужик всё для семьи сделает, так и стараюсь жить",0
"да, горжусь им очень. ладно, хватит об отце, мне от таких разговоров неловко. скажи лучше, правда ли, что чёрный цвет стройнит?",0
"а футболки-поло сейчас носят? а то нашел недавно несколько в шкафу, они ещё в хорошем состоянии, не хочется дома носить",0
"здорово, и джинсы у меня есть",0
"сын ещё подбивает кроссовки купить, сейчас вроде как молодежь так ходит, а я думаю, что кроссовки - обувь для спорта, а не для улицы",1
"честно говоря, рад узнать, что можно так ходить, ноги побаливают уже, не отказался бы постоянно носить удобную обувь",0
Какой материал подошвы лучше выбрать?,0
"ну это так, пока для справки, прямо сейчас я за ними в магазин не побегу",0
а вот спортивный костюм на улицу категорически отказываюсь носить и сыну запрещаю,1
"вот-вот, раньше в таких гопники ходили только, а он у меня культурный",0
"у них в школе форма, вообще в деловых костюмах ходят на уроки. я скорее за, но жену жалко, она намучилась ему рубашки гладить и стрелки на брюках",1
"ну выбирает ему всё жена, она в тканях лучше разбирается",1
"она мне и не доверит, наверное, сыну одежду выбирать, а я и не против, деньги даю и всё",1
"сегодня пиццу будем на ужин есть, сын обожает, когда мы её заказываем",1
"мне вот пепперони больше нравится, а сын какую-то мясную, там видов 5 мяса",1
"жене нравится 4 сыра, так что заказываем сразу 3 штуки",1
Новый месяц наступил. Посоветуй куда можно поехать летом?,0
На Байкал хочу. Чем там можно заняться?,1
Расскажи побольше о шаманских церемониях. Звучит интересно,0
"Обязательно попробую. Теперь давай поговорим про активный отдых на Байкале. Раскрой тему рыбалки, кого можно поймать на озере?",0
"Почему ты говоришь ""фишинг"", а не ""рыбалка""?",0
Новый месяц наступил. У меня родилась племянница!,1
"Спасибо! Угадаешь, как её назвали?",0
Всё мимо. Её зовут Лилия,1
"Всё нормуль, планов нуль",0
Буду весь день спать. Давно мечтал об этом,0
"Всё, давай, спокойной ночи!",0
"Новый месяц наступил. Не отвечай на эту фразу.
У меня есть ASMR блог на ютубе. Там уже 1000 подписчиков. Помоги выстроить план развития на месяц",1
"Придумай небольшой сюжет для следующего короткого видео. Там должны быть звуки ножниц, шёпот, звук воды и шуршание",0
"Подскажи, как часто нужно выкладывать видео, чтобы пришло больше подписчиков и просмотров?",0
"Мне обязательно создавать ИП, чтобы добавлять рекламу в видео?",0
Мне предложили прорекламировать чужой канал за 1500 рублей. Это законно без регистрации ИП?,1
"Спасибо, буду иметь ввиду",0
Вдохновение мне точно понадобится. Иначе скоро закончатся идеи для видео,0
Осень ужасно дождливая в этом году. Как бы не заболеть,0
Там дождь постоянно и везде грязь. Бег сейчас мне не подходит точно,0
"Давно хотел в бассейн. Только мне уже 42 года, я не старый для плавания?",1
"Я слышал, что плавать тоже нужно правильно, иначе будет только хуже",0
"Как думаешь, стоит нанять тренера? Или это пустая трата денег?",0
"А если я лысый, шапочку в бассейне всё равно нужно надевать?",1
Температура поднялась. Бассейн откладывается. Чем лучше лечиться от простуды?,0
"Вообще ничего из этого нет. Ладно, пойду тогда в магазин и в аптеку",0
Что такое монополизация на рынке недвижимости?,0
Как избежать монополизации рынка?,0
Можешь составить из этого предвыборную программу в государственную думу?,0
"Как думаешь, с такой программой за меня изберут в депутаты?",1
Среди избирателей есть запрос на поддержку малоимущих многодетных семей в вопросах недвижимости. Им не хватает финансов на расширение жилплощади. Как можно решить данную проблему?,0
Насколько идея кооперативов реализуема в рамках небольших городов России?,0
"Жена сказала, что хочет ребёнка. Ну какие дети, нам далеко уже не 20 лет",1
Я не хочу. Как её отговорить?,0
"У неё все мысли о ребёнке, у нас и так уже трое, я не потяну",0
"Она говорит, готова сама на хлебе с водой жить, но ребёнка четвертого хочет все равно",0
"Если мы решимся, то как назвать? Помоги с именем для мальчика и для деовчки",0
Мне нравится Елизавета,1
Как побороть панические атаки?,0
Расскажи подробнее про КПТ,0
Нужны цифры. Какая статистика успешного прохождения КПТ?,0
Можно ли пройти курс КПТ в домашних условиях без психотерапевта?,0
Понял. Какие книги лучше всего подойдут?,0
"Хочу купить новую машину, но не могу определиться. Поможешь?",0
"Выбираю между Хёндэ Крета и Киа Спортейдж. Сделай подробное описание и сравнение данных автомобилей и выведи итог, какой из них лучше по характеристикам",1
"Появился третий вариант, Хавал Джолион. Сравни его с предыдущими автомобилями так же детально и сделай новый вывод, какой из трёх автомобилей лучше для семьи из 5 человек",1
Благодарю! Я записался на три тест-драйва,0
Завтра у меня тяжёлый день. Выборы,0
Какой галстук подобрать к серому костюму?,0
Хорошо. А туфли какие лучше будут сочетаться?,0
Нервничаю и не могу заснуть. Набросай способов для быстрого засыпания,0
Расскажи побольше про дыхательные техники,0
"Кажется, уже начинает работать. Еще немного, и я отключусь",0
"Спасибо, доброй ночи, полезный робот",0
Доброе утро! Сестра в гости приехала,1
"У неё младенец на руках. с ним не погуляешь особо. Лучше придумай, чем нам заняться вечером дома",0
"Ты не понял, чем заняться с сестрой вечером?",0
"Игры, интересно. А в какие настойки можно поиграть втроём?",0
"Уно у нас где-то валяется, но как играть уже не помню. Расскажи все правила",0
Carcassonne тоже звучит интересно. Объяснишь правила?,0
Звучит интересно. Вечерком сыграем,0
Кто такой Гарик Харламов?,0
Он не выступает со стендапом случайно?,0
Ко мне в Москву вторая сестра приехать планирует. Очень хочет посмотреть на его выступление вживую. Сколько стоят билеты на Харламова?,1
А скидки для инвалидов есть?,0
Поможешь с домашкой сыну?,1
"Пусть сам решает. Ты ему главное тему объясни, ладно?",0
"электродинамика (магнитное поле, электромагнитная индукция, электромагнитные колебания и волны)",0
"Теперь то же самое, но чтобы школьник понял. Ты сложно объясняешь",0
Объясни тогда еще тему оптика (геометрическая и волновая),0
"Он наконец-то понял тему, благодаря тебе",0
Ты понимаешь в строительстве?,0
"Хочу построить баню 6 на 6 из бревна. Скажи, какой фундамент подойдёт?",1
Расскажи подробно про каждый вид,0
А подвал можно сделать с ленточным фундаментом?,0
Какую печь выбрать для моей бани?,0
Как установить каменку правильно по всем требованиям ТБ?,0
"Подбери материалы для половиц, чтобы натуральные и не токсичные",0
Хорошо. А как быть с крышей?,0
"Я живу в Сибири, тут много снега, крыша должна быть крепкой, надёжной и не задерживать снег. Какую выбрать?",1
"Посоветуй заодно и веники. Какие понадобятся, чтобы хорошенько пропариться?",0
Чем можно украсить баню?,0
"Ну что, принимаю поздравления!",0
"Да не с этим, меня избрали. Теперь я депутат",1
"Как быть хорошим депутатом для народа, чтобы меня переизбрали в будущем?",1
"А что делать, если я не смогу выполнить все обещания?",0
"Можешь написать мне подробный план работы на ближайший год и разбить бюджет? Нужно построить 12 новых детских площадок, провести ремонт в 4 поликлиниках и раздать квартиры 22 сиротам. На всё бюджет 120 миллионов рублей",1
"20 млн на 22 сироты не хватит, чтобы купить квартиры",0
Как привлечь внебюджетные источники финансирования?,0
Насколько законны эти способы для депутата в РФ?,0
С Новым годом!,0
"С Новым годом, роботозавр мой дорогой",0
Как будешь отмечать?,0
"Я хочу семье сюрприз сделать. Сыну подарю квадроцикл, а дочкам — новые айфоны",1
Ещё это наш с женой 15-й Новый год вместе. Придумай красивую и трогательную речь для неё. Хочу выучить и произнести за столом,1
"Шедевр! Ладно, пора тёщу встречать",0
Голова раскалывается после нового года,0
Ничего не помогает из этого,0
Почему так сильно болит голова после алкоголя?,0
Я всего-то шампанское пил,0
У меня есть новости хорошечные,0
"Канал растёт, у меня уже 1200 подписчиков на ютубе",1
Уже представляю себя блогером-миллионником и как я ухожу с должности депутата,0
"Придумай глубокую, Интересную, длинную историю про то, как я становлюсь очень богатым блогером, путешествую по миру и вкушаю все прелести жизни",0
"Мне нравится, пусть так и будет",0
Задумался сейчас о вечном. Поддержишь?,0
Есть ли жизнь после смерти?,0
А ты сам как считаешь?,0
"А вот порассуждай, одни ли мы во вселенной",0
"Я думаю, что не одни",0
"А могут ли быть инопланетяне существа такими, что мы их просто не можем увидеть из-за своей примитивности?",0
"Расскажи про многомерность пространства подробно, интересно послушать",0
Каковы возможные формы жизни в других измерениях?,0
Почему мы ещё не нашли внеземную жизнь?,0
"Да уж, башню сносит от этого",0
Жена родила девочку! Ура!,1
"Спасибо! Назвали Лизой, как ты и советовал",1
"Напиши стихотворение про маленькую Лизу, я жене прочитаю",1
Рифму подправлю и в целом сойдёт,0
"Как думаешь, кем она может стать, когда вырастет?",0
"Доброе утро, червонец виртуальный. Как сам?",0
"Твою ж за ногу, кофе закончился",0
Почему ты пишешь в стихах?,0
"Молодец, прикольно",0
Ты теперь всегда будешь стихами отвечать?,0
Дома остался только цикорий. Я ненавижу цикорий,0
"Кстати, ты помнишь моё имя?",0
А что же ты не спросил?,0
Смирнов Сергей Александрович меня зовут,1
А к тебе как обращаться?,0
А по отчеству?,0
Гигачат Чатович?,0
Будем знакомы наконец-то,0
"Чатович, здоров! Расскажи мне побольше о технике бесконтактного боя. Хочу знать всё",0
Ну он существует вообще или просто выдумка?,0
"Жаль, а я хотел научиться",0
"Это не так круто, как бесконтактный бой",0
"Его точно не существует? Приведи доказательства, исследования, отчёты, литературу",0
"Ушёл я с поста депутатского, не моё это",1
Да я уже на новую работу устроился. По специальности так сказать,0
"Даже не спросишь, кем и где работаю?",0
Я устроился сварщиком на нефтеперерабатывающем заводе,1
